Churn,Contract,CustomerID,Dependents,DeviceProtection,Gender,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Tenure,TotalCharges
No,Month-to-month,6130,No,No,Female,Fiber optic,81.9,No,No,No,Yes,No,Mailed check,Yes,0,No,Yes,No,13,1028.9
Yes,Month-to-month,6131,No,No,Male,DSL,30.45,No phone service,No,Yes,Yes,No,Electronic check,No,0,No,No,No,8,226.45
Yes,Month-to-month,6132,No,No,Female,Fiber optic,96.1,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,44,4364.1
No,One year,6133,Yes,No,Male,DSL,66.2,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,71,4692.55
Yes,Month-to-month,6134,No,Yes,Male,Fiber optic,104.25,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,24,2433.9
Yes,Month-to-month,6135,No,No,Male,Fiber optic,80.2,Yes,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,15,1217.25
No,Month-to-month,6136,No,No internet service,Female,No,19.75,No,No internet service,No internet service,No,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,1,19.75
No,Month-to-month,6137,No,No,Male,Fiber optic,72.6,Yes,No,No,Yes,No,Mailed check,Yes,1,No,No,No,2,154.3
No,Month-to-month,6138,No,Yes,Male,Fiber optic,116.5,Yes,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,Yes,55,6382.55
No,Two year,6139,No,No,Male,Fiber optic,106.8,Yes,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,Yes,71,7623.2
No,Two year,6140,Yes,No internet service,Male,No,24.95,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,50,1261.45
No,Month-to-month,6141,No,No,Male,Fiber optic,89.25,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,1,89.25
No,Month-to-month,6142,No,No internet service,Male,No,19.25,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,5,86.05
No,One year,6143,No,Yes,Female,Fiber optic,104.55,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,66,6779.05
No,One year,6144,Yes,Yes,Female,DSL,87.2,No,Yes,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,49,4345
No,Month-to-month,6145,No,No,Female,DSL,30.75,No phone service,Yes,No,Yes,Yes,Electronic check,No,1,No,No,No,3,82.85
No,One year,6146,Yes,No internet service,Male,No,25.7,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,66,1714.55
No,Month-to-month,6147,Yes,No,Male,Fiber optic,86.2,Yes,No,No,No,No,Electronic check,Yes,0,Yes,No,No,11,893.2
No,Month-to-month,6148,No,No,Male,DSL,30.1,No phone service,No,No,Yes,No,Credit card (automatic),No,0,No,No,Yes,28,810.85
No,Two year,6149,No,Yes,Male,Fiber optic,99.35,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,65,6347.55
No,Two year,6150,No,No internet service,Female,No,19.2,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,62,1123.65
No,Month-to-month,6151,No,No internet service,Female,No,20.1,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,2,43.15
No,Month-to-month,6152,No,No internet service,Female,No,20.35,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,2,35.1
No,Two year,6153,Yes,No internet service,Female,No,25.65,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,55,1388
No,Month-to-month,6154,No,No,Male,Fiber optic,94.55,No,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,41,3851.45
Yes,Month-to-month,6155,Yes,Yes,Female,Fiber optic,104.2,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,17,1743.5
No,One year,6156,No,No,Female,Fiber optic,94.4,No,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,30,2638.1
No,One year,6157,No,No,Male,DSL,56.1,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,17,946.95
No,Two year,6158,Yes,No,Female,DSL,68.25,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,16,1114.85
No,Two year,6159,No,No internet service,Male,No,24.75,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,72,1777.6
No,Month-to-month,6160,No,No,Male,Fiber optic,76.25,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,9,684.85
No,Month-to-month,6161,No,No,Female,Fiber optic,74.35,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,74.35
No,Month-to-month,6162,Yes,No,Male,DSL,54.15,No,Yes,No,No,No,Electronic check,Yes,0,No,No,Yes,23,1312.45
No,Month-to-month,6163,Yes,No internet service,Male,No,19.45,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,8,159.2
No,Month-to-month,6164,Yes,No,Male,DSL,34.95,No phone service,Yes,Yes,Yes,Yes,Mailed check,No,0,No,No,No,19,610.2
No,Month-to-month,6165,No,No,Female,DSL,53.65,Yes,No,Yes,Yes,No,Electronic check,Yes,0,No,No,No,7,404.35
Yes,Month-to-month,6166,No,No,Male,Fiber optic,69.65,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,69.65
No,One year,6167,No,Yes,Male,Fiber optic,104.0,Yes,No,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,61,6363.45
No,Two year,6168,No,No,Female,DSL,70.35,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,57,4124.65
Yes,Month-to-month,6169,No,No,Male,Fiber optic,80.8,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,9,713.1
No,One year,6170,Yes,Yes,Male,DSL,64.85,No,No,Yes,No,No,Mailed check,Yes,0,Yes,No,No,15,950.75
No,Month-to-month,6171,No,No internet service,Female,No,19.65,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.65
No,Month-to-month,6172,No,No,Female,DSL,45.9,No,No,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,No,12,505.95
No,Two year,6173,No,No internet service,Male,No,20.0,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,54,1149.65
No,Month-to-month,6174,Yes,No,Male,DSL,44.8,No,No,No,No,Yes,Electronic check,Yes,0,No,No,No,4,169.65
Yes,Month-to-month,6175,No,No,Female,Fiber optic,80.3,No,No,No,Yes,No,Mailed check,Yes,0,No,Yes,No,7,526.7
No,One year,6176,No,No internet service,Female,No,20.35,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,20,393.15
No,Month-to-month,6177,Yes,No,Female,DSL,45.8,No phone service,No,Yes,No,No,Mailed check,No,0,Yes,No,Yes,26,1147
Yes,Month-to-month,6178,No,No,Male,Fiber optic,84.1,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,No,No,36,3021.6
No,One year,6179,No,Yes,Female,Fiber optic,108.95,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,53,5718.2
Yes,Month-to-month,6180,No,No,Male,DSL,69.35,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,3,191.35
No,Two year,6181,No,Yes,Female,DSL,64.35,No phone service,Yes,Yes,No,No,Credit card (automatic),No,0,Yes,Yes,Yes,68,4539.6
No,Two year,6182,Yes,Yes,Male,DSL,90.8,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,6397.6
No,One year,6183,No,No internet service,Male,No,24.95,Yes,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,12,280.4
Yes,Month-to-month,6184,Yes,No,Female,Fiber optic,79.6,Yes,Yes,No,Yes,Yes,Mailed check,Yes,1,No,No,No,34,2718.3
No,Two year,6185,No,No,Female,Fiber optic,84.7,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,68,5711.05
No,One year,6186,Yes,Yes,Female,DSL,70.8,No,No,Yes,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,50,3478.15
Yes,Month-to-month,6187,No,No,Female,DSL,36.45,No phone service,No,No,Yes,No,Electronic check,No,1,No,Yes,No,1,36.45
No,Month-to-month,6188,No,Yes,Female,Fiber optic,104.4,Yes,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,41,4133.95
No,Month-to-month,6189,No,No,Male,Fiber optic,101.5,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,30,2917.65
No,Month-to-month,6190,No,No,Male,DSL,54.3,Yes,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,54.3
No,Month-to-month,6191,Yes,Yes,Male,Fiber optic,103.95,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,29,2964.8
No,Two year,6192,Yes,Yes,Female,DSL,91.1,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,23,2198.3
No,Two year,6193,Yes,No internet service,Male,No,19.95,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,60,1189.9
No,Two year,6194,No,No internet service,Female,No,26.45,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,72,1914.5
Yes,Month-to-month,6195,Yes,Yes,Male,Fiber optic,89.4,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,22,2001.5
No,Two year,6196,No,Yes,Male,DSL,75.1,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,72,5336.35
No,One year,6197,No,Yes,Female,Fiber optic,108.1,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,66,7238.6
No,Two year,6198,No,Yes,Female,Fiber optic,110.15,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,72,7998.8
Yes,Month-to-month,6199,No,No,Female,Fiber optic,80.35,Yes,No,Yes,No,Yes,Electronic check,Yes,1,No,No,No,47,3825.85
No,One year,6200,No,Yes,Female,Fiber optic,111.5,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,51,5703.25
No,One year,6201,Yes,Yes,Female,Fiber optic,106.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,70,7397
No,One year,6202,No,No internet service,Male,No,19.9,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,9,164.6
No,Two year,6203,Yes,No,Male,Fiber optic,111.1,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,59,6555.2
No,Month-to-month,6204,Yes,No,Male,DSL,70.7,No,No,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,3,225.65
No,Month-to-month,6205,No,No,Male,DSL,24.85,No phone service,No,No,Yes,Yes,Electronic check,No,1,No,No,No,38,955.75
No,Month-to-month,6206,No,Yes,Female,Fiber optic,91.2,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,No,37,3382.3
No,Two year,6207,No,Yes,Male,DSL,65.6,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,37,2313.8
Yes,Month-to-month,6208,No,Yes,Female,DSL,40.65,No phone service,No,No,Yes,Yes,Credit card (automatic),No,1,Yes,No,No,24,933.3
No,Month-to-month,6209,Yes,No,Female,DSL,59.45,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,14,780.85
No,Two year,6210,No,No,Male,Fiber optic,109.95,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,7852.4
Yes,One year,6211,No,Yes,Male,DSL,60.45,No phone service,Yes,No,Yes,Yes,Electronic check,No,0,Yes,Yes,Yes,53,3184.25
Yes,Month-to-month,6212,No,No,Female,Fiber optic,84.9,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,No,No,8,764.95
No,Two year,6213,Yes,Yes,Male,DSL,38.5,No phone service,Yes,Yes,No,Yes,Credit card (automatic),No,0,No,No,No,72,2763
No,Month-to-month,6214,No,No,Female,Fiber optic,92.55,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,17,1614.7
Yes,Month-to-month,6215,Yes,No,Female,Fiber optic,73.55,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,2,145.4
Yes,Month-to-month,6216,No,No internet service,Female,No,20.15,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,8,156.25
Yes,One year,6217,No,Yes,Female,DSL,34.7,No phone service,Yes,No,No,Yes,Mailed check,No,0,No,No,No,48,1604.5
No,Month-to-month,6218,No,No internet service,Female,No,24.5,Yes,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,10,270.15
No,One year,6219,Yes,No internet service,Male,No,19.7,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,0, 
No,Month-to-month,6220,No,No internet service,Male,No,20.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.6
No,One year,6221,No,Yes,Female,DSL,58.0,No,No,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,29,1734.5
No,One year,6222,Yes,Yes,Female,Fiber optic,107.45,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,65,7047.5
No,Month-to-month,6223,No,Yes,Female,DSL,65.5,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,8,573.15
No,Two year,6224,No,No internet service,Male,No,25.45,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,61,1538.6
No,One year,6225,No,Yes,Female,Fiber optic,100.15,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,45,4459.8
No,One year,6226,Yes,Yes,Male,Fiber optic,104.45,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,72,7459
No,Month-to-month,6227,Yes,No internet service,Male,No,21.15,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,12,306.05
No,Month-to-month,6228,No,No,Male,Fiber optic,96.2,Yes,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,7,639.7
No,Month-to-month,6229,No,No,Male,DSL,44.4,No,No,No,Yes,No,Mailed check,Yes,0,No,No,No,9,348.15
Yes,One year,6230,No,Yes,Female,Fiber optic,107.55,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,43,4533.9
No,Two year,6231,Yes,Yes,Male,Fiber optic,94.35,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,58,5563.65
Yes,Month-to-month,6232,No,Yes,Male,Fiber optic,98.75,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,16,1587.55
No,Month-to-month,6233,Yes,No internet service,Male,No,20.3,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,2,40.25
Yes,Month-to-month,6234,No,Yes,Female,Fiber optic,101.15,No,Yes,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,8,842.9
No,One year,6235,No,Yes,Female,Fiber optic,105.75,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,40,4228.55
No,Month-to-month,6236,No,No,Male,Fiber optic,81.15,Yes,No,Yes,Yes,No,Electronic check,Yes,0,No,No,No,9,784.45
No,One year,6237,No,No,Male,Fiber optic,89.55,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,41,3729.75
No,Month-to-month,6238,No,Yes,Female,DSL,54.75,No,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,26,1406.9
No,One year,6239,No,No,Female,DSL,53.75,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,No,No,Yes,33,1857.3
No,One year,6240,Yes,Yes,Male,Fiber optic,105.75,No,Yes,No,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,68,7322.5
No,Two year,6241,No,Yes,Female,Fiber optic,105.85,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,1,Yes,Yes,Yes,65,6725.5
No,One year,6242,No,No,Male,DSL,64.2,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,55,3627.3
Yes,Month-to-month,6243,No,Yes,Male,Fiber optic,88.7,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,20,1761.45
No,One year,6244,No,No,Male,Fiber optic,87.7,No,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,19,1725.95
No,Month-to-month,6245,No,Yes,Female,Fiber optic,89.3,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,45,4192.15
No,Two year,6246,Yes,No internet service,Female,No,20.15,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,70,1411.2
Yes,Month-to-month,6247,No,No,Female,Fiber optic,79.75,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,2,164.5
Yes,Month-to-month,6248,No,No,Female,Fiber optic,94.55,Yes,No,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,27,2724.6
No,Two year,6249,No,No internet service,Female,No,20.05,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,12,264.55
No,Two year,6250,Yes,Yes,Male,DSL,67.2,No phone service,Yes,Yes,No,No,Credit card (automatic),No,0,Yes,Yes,Yes,72,4671.7
No,Month-to-month,6251,No,No,Male,Fiber optic,94.55,Yes,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,12,1173.55
Yes,Month-to-month,6252,No,No,Female,Fiber optic,69.05,No,No,No,Yes,No,Mailed check,Yes,1,No,No,No,5,318.5
No,Month-to-month,6253,No,Yes,Male,Fiber optic,107.5,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,71,7713.55
No,One year,6254,No,Yes,Male,DSL,73.0,No,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,Yes,35,2471.25
No,Two year,6255,Yes,Yes,Male,Fiber optic,114.75,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,70,7842.3
No,Month-to-month,6256,No,No,Female,Fiber optic,76.05,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,31,2227.8
Yes,Two year,6257,Yes,Yes,Male,Fiber optic,96.25,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,52,4990.25
Yes,Month-to-month,6258,No,Yes,Male,Fiber optic,101.1,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,37,3744.05
Yes,One year,6259,No,No,Male,Fiber optic,104.7,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,69,7220.35
No,Month-to-month,6260,No,No,Male,Fiber optic,77.9,Yes,No,No,No,Yes,Mailed check,Yes,1,No,No,No,30,2351.45
No,Month-to-month,6261,No,No,Female,Fiber optic,90.65,Yes,No,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,33,2989.6
No,Two year,6262,No,Yes,Male,Fiber optic,110.45,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,54,6077.75
No,One year,6263,No,No,Female,DSL,68.7,Yes,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,59,4070.95
No,Month-to-month,6264,No,No,Male,DSL,44.85,No phone service,Yes,Yes,Yes,No,Electronic check,No,1,No,Yes,No,55,2479.05
No,One year,6265,No,Yes,Male,DSL,29.8,No phone service,No,No,Yes,Yes,Credit card (automatic),No,1,No,No,No,69,2134.3
No,One year,6266,No,No,Female,Fiber optic,88.9,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,66,6000.1
No,One year,6267,Yes,Yes,Male,DSL,58.75,No,No,Yes,Yes,Yes,Mailed check,Yes,0,No,No,Yes,37,2203.1
No,One year,6268,No,No internet service,Male,No,19.85,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,1,No internet service,No internet service,No internet service,9,183.15
No,Two year,6269,Yes,Yes,Male,DSL,86.9,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,69,6194.1
No,Month-to-month,6270,No,No,Male,DSL,59.65,No,Yes,No,Yes,No,Mailed check,Yes,0,No,Yes,No,10,638.95
Yes,Month-to-month,6271,Yes,No,Male,DSL,55.25,No,Yes,Yes,Yes,No,Mailed check,Yes,0,No,No,No,40,2139.2
No,Month-to-month,6272,Yes,No,Male,DSL,66.4,No,No,No,No,No,Credit card (automatic),Yes,0,Yes,Yes,No,13,831.75
Yes,Month-to-month,6273,No,No,Female,Fiber optic,90.1,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,6,521.3
No,Two year,6274,Yes,No internet service,Female,No,20.15,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,69,1337.5
No,One year,6275,No,Yes,Female,Fiber optic,108.1,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,1,Yes,Yes,Yes,66,7181.95
Yes,Month-to-month,6276,No,Yes,Male,DSL,53.75,Yes,No,No,No,No,Electronic check,Yes,0,No,No,No,11,608
No,One year,6277,Yes,Yes,Male,DSL,56.9,No,No,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,46,2560.1
Yes,Month-to-month,6278,No,No,Female,Fiber optic,89.3,No,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,6,577.6
No,Month-to-month,6279,Yes,Yes,Female,Fiber optic,109.6,Yes,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,56,5953
No,Two year,6280,Yes,No internet service,Male,No,25.15,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,70,1790.15
No,One year,6281,Yes,Yes,Female,DSL,79.15,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,33,2531.4
No,Two year,6282,Yes,No,Female,DSL,66.75,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,72,4760.3
Yes,Month-to-month,6283,No,No,Female,Fiber optic,95.2,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,3,292.85
No,Month-to-month,6284,Yes,No,Female,DSL,48.8,No,No,No,No,No,Mailed check,Yes,0,No,No,Yes,19,953.65
Yes,Month-to-month,6285,No,No,Female,DSL,45.7,No phone service,No,No,No,No,Electronic check,No,1,Yes,Yes,No,5,198
No,Two year,6286,No,Yes,Female,DSL,80.7,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,71,5705.05
Yes,Month-to-month,6287,No,No,Male,Fiber optic,74.5,No,No,Yes,Yes,Yes,Electronic check,Yes,0,No,No,No,8,609.9
No,Month-to-month,6288,No,No internet service,Male,No,20.55,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,1,20.55
Yes,Month-to-month,6289,No,No,Female,Fiber optic,79.65,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,1,79.65
No,One year,6290,No,Yes,Female,Fiber optic,115.1,Yes,Yes,Yes,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,61,6993.65
No,Two year,6291,Yes,No,Female,DSL,59.7,No phone service,Yes,Yes,No,Yes,Bank transfer (automatic),No,0,Yes,Yes,Yes,71,4122.65
No,One year,6292,No,Yes,Female,Fiber optic,86.45,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,0,No,No,No,68,5762.95
No,One year,6293,No,Yes,Male,DSL,33.7,No phone service,No,No,No,No,Credit card (automatic),No,0,No,No,Yes,46,1537.85
No,One year,6294,No,No,Male,Fiber optic,80.1,Yes,No,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,No,33,2603.3
No,Two year,6295,Yes,Yes,Female,Fiber optic,104.05,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,53,5566.4
No,Month-to-month,6296,No,Yes,Female,Fiber optic,108.75,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,No,50,5431.9
No,One year,6297,No,Yes,Female,DSL,41.1,No phone service,No,Yes,Yes,No,Credit card (automatic),No,0,No,No,Yes,57,2258.25
No,Two year,6298,Yes,No internet service,Female,No,20.35,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,54,1092.35
No,Month-to-month,6299,No,Yes,Female,Fiber optic,105.9,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,60,6401.25
Yes,Month-to-month,6300,No,No,Female,Fiber optic,101.3,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,1,Yes,Yes,Yes,28,2812.2
Yes,Month-to-month,6301,Yes,No,Female,Fiber optic,80.05,No,No,No,Yes,Yes,Mailed check,Yes,0,No,Yes,No,1,80.05
Yes,Month-to-month,6302,Yes,Yes,Male,Fiber optic,89.2,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,No,No,29,2698.35
No,Month-to-month,6303,Yes,No,Female,DSL,65.5,No,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,10,616.9
No,Month-to-month,6304,Yes,Yes,Male,DSL,40.45,No phone service,Yes,Yes,Yes,No,Electronic check,No,0,No,No,No,43,1912.85
No,Month-to-month,6305,No,No,Male,Fiber optic,70.45,No,No,No,No,Yes,Bank transfer (automatic),Yes,1,No,No,No,13,849.1
No,Two year,6306,No,Yes,Female,DSL,78.8,No,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,43,3460.3
Yes,Month-to-month,6307,Yes,No,Male,Fiber optic,83.65,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,No,No,19,1465.75
No,Month-to-month,6308,Yes,No,Male,Fiber optic,90.1,No,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,1,90.1
No,Two year,6309,No,Yes,Female,DSL,82.45,No,No,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,69,5555.3
No,Two year,6310,No,No internet service,Female,No,20.25,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,61,1278.8
No,Month-to-month,6311,No,No,Male,DSL,66.25,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,43,2907.35
Yes,Month-to-month,6312,No,No internet service,Female,No,19.5,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,6,146.3
Yes,Month-to-month,6313,No,No,Male,DSL,51.25,No,No,No,No,No,Mailed check,Yes,0,No,No,Yes,1,51.25
No,Month-to-month,6314,No,No,Male,Fiber optic,89.7,No,No,No,No,Yes,Mailed check,Yes,0,Yes,Yes,No,56,4952.95
